name,selling_price in Ph,year,seller_type,owner,km_driven,ex_showroom_price
Kymco Like S 150,459473,2017,Dealer,First Owner,15791,548688
Yamaha YZF R15 155,237584,2022,Private,Second Owner,45610,580834
Honda CRF250L,264078,2020,Dealer,Second Owner,31217,584302
Yamaha XMAX,97915,2018,Dealer,First Owner,13593,483404
Suzuki Burgman 125,390723,2019,Marketplace,Third Owner,42404,575049
Yamaha Mio Fazzio,48809,2023,Private,Third Owner,44775,401210
Kymco Like S 150,94183,2017,Private,First Owner,1273,194698
Honda BeAT Premium ISS/CBS,404263,2018,Dealer,Second Owner,41373,451363
Honda BeAT Premium ISS/CBS,456069,2019,Dealer,Second Owner,32634,425246
Royal Enfield Shotgun 650,85597,2019,Private,Second Owner,30533,219684
Royal Enfield Shotgun 650,253033,2024,Private,Third Owner,31603,110705
Honda BeAT Premium ISS/CBS,252294,2024,Private,First Owner,1398,454367
Yamaha Mio Fazzio,248680,2023,Dealer,First Owner,13393,240066
Kymco Skytown 150,112980,2018,Dealer,Third Owner,25418,440382
Royal Enfield Shotgun 650,97855,2019,Dealer,First Owner,48843,322183
Yamaha Mio Fazzio,69705,2020,Private,Third Owner,1164,262346
Yamaha MT-03,332494,2018,Private,Second Owner,21708,344880
Royal Enfield Shotgun 650,151701,2023,Dealer,Second Owner,22017,462470
Honda BeAT Premium ISS/CBS,76512,2017,Marketplace,Second Owner,14520,374201
Yamaha Mio Fazzio,100372,2024,Marketplace,Second Owner,4364,211784
Honda BeAT Premium ISS/CBS,261739,2019,Marketplace,First Owner,42730,362450
Yamaha Sniper 155,231077,2024,Dealer,Second Owner,13979,420993
Yamaha XMAX,71472,2023,Dealer,First Owner,44829,349454
Kymco Skytown 150,277177,2024,Private,Second Owner,46321,560738
Suzuki Gixxer SF 155,305468,2020,Marketplace,Third Owner,9915,543181
Suzuki Gixxer SF 155,364537,2019,Marketplace,First Owner,5640,163769
Kawasaki Ninja 300,213876,2021,Private,Third Owner,22985,513336
Kawasaki Ninja 300,324875,2022,Dealer,Third Owner,24271,356265
Yamaha YZF R15 155,448545,2017,Marketplace,Third Owner,21814,323825
Suzuki Gixxer SF 155,82519,2020,Marketplace,Second Owner,32980,387829
Royal Enfield Shotgun 650,288147,2018,Dealer,Second Owner,38424,212622
Yamaha MT-03,363632,2017,Private,Third Owner,23821,280930
Yamaha XMAX,452078,2023,Dealer,First Owner,32478,308483
Kawasaki Ninja 300,375670,2017,Private,First Owner,43631,363854
Yamaha XMAX,84785,2019,Marketplace,Third Owner,15532,493418
Kymco Skytown 150,60300,2021,Private,Second Owner,30026,313754
Yamaha Sniper 155,471979,2024,Private,First Owner,8572,375934
Honda CRF250L,436249,2023,Dealer,Third Owner,38190,554850
Yamaha MT-03,405739,2017,Marketplace,First Owner,29008,465428
Kawasaki Ninja 300,376875,2020,Private,Second Owner,33886,139320
Kawasaki Ninja 300,351531,2023,Marketplace,First Owner,16446,156889
Kymco Like S 150,145070,2020,Dealer,First Owner,8976,541012
Honda BeAT Premium ISS/CBS,272373,2019,Private,Third Owner,33475,129519
Yamaha MT-03,253661,2017,Dealer,Second Owner,24126,316539
Yamaha Sniper 155,428216,2020,Private,Third Owner,40615,64570
Yamaha Mio Aerox S,143258,2023,Dealer,Third Owner,17035,59596
Honda CRF250L,487121,2024,Dealer,Second Owner,34739,424551
Kymco Skytown 150,306539,2021,Private,Second Owner,12598,565011
Yamaha Sniper 155,243253,2021,Marketplace,Second Owner,43498,561469
Kymco Like S 150,385040,2021,Marketplace,Second Owner,7343,373724
Suzuki Gixxer SF 155,458666,2018,Dealer,First Owner,9859,155153
Suzuki Burgman 125,247550,2024,Dealer,Third Owner,43519,226137
Kawasaki Ninja 300,461065,2017,Marketplace,Second Owner,18695,386661
Yamaha Sniper 155,130150,2018,Marketplace,Third Owner,14628,502917
Yamaha Sniper 155,493233,2022,Dealer,Third Owner,27598,51128
Suzuki Gixxer SF 155,460151,2020,Private,Third Owner,39125,460141
Yamaha YZF R15 155,133658,2024,Marketplace,Second Owner,7782,70256
Yamaha Mio Fazzio,102623,2021,Private,First Owner,38830,328682
Honda CRF250L,492000,2023,Dealer,First Owner,15194,50343
Yamaha MT-03,167426,2019,Marketplace,Second Owner,48585,339168
Royal Enfield Shotgun 650,315813,2023,Marketplace,Third Owner,35846,368641
Honda PCX160 CBS,432400,2019,Private,Second Owner,18042,571106
Kymco Skytown 150,43264,2019,Private,Second Owner,9242,271090
Kymco Skytown 150,372197,2022,Private,Second Owner,7095,265655
Yamaha Mio Aerox S,321136,2020,Dealer,First Owner,15138,374855
Honda PCX160 CBS,121404,2020,Dealer,First Owner,5307,288569
Yamaha Mio Aerox S,405144,2023,Marketplace,Second Owner,10550,504168
Honda BeAT Premium ISS/CBS,100580,2019,Private,Third Owner,41478,134535
Yamaha Sniper 155,95759,2021,Private,Third Owner,48230,416731
Suzuki Gixxer SF 155,231152,2024,Marketplace,First Owner,23295,533719
Royal Enfield Shotgun 650,432346,2018,Private,First Owner,5421,151561
Royal Enfield Shotgun 650,131435,2017,Private,Third Owner,12713,547915
Kymco Like S 150,161760,2019,Private,Third Owner,2390,558855
Suzuki Gixxer SF 155,480625,2024,Dealer,First Owner,39018,60550
Yamaha MT-03,470373,2024,Private,First Owner,3901,488757
Yamaha XMAX,325451,2024,Marketplace,Third Owner,6040,509563
Kymco Like S 150,210536,2017,Private,Second Owner,26906,166353
Yamaha XMAX,438850,2017,Dealer,Second Owner,46853,384696
Yamaha Sniper 155,138073,2021,Private,Third Owner,8242,437199
Yamaha Mio Fazzio,393466,2022,Dealer,Third Owner,2605,111931
Yamaha Mio Fazzio,351420,2018,Marketplace,First Owner,36594,378080
Royal Enfield Shotgun 650,237644,2024,Dealer,Third Owner,28690,272188
Yamaha Sniper 155,273731,2021,Private,Third Owner,6460,390905
Yamaha MT-03,231819,2017,Dealer,First Owner,40184,358464
Yamaha YZF R15 155,452072,2022,Dealer,First Owner,30341,394350
Yamaha XMAX,328377,2021,Marketplace,Second Owner,16454,64779
Yamaha MT-03,394852,2017,Marketplace,Third Owner,49908,496226
Royal Enfield Shotgun 650,399184,2017,Dealer,First Owner,20102,371800
Kawasaki Ninja 300,185748,2024,Private,First Owner,48023,483872
Yamaha Mio Aerox S,207894,2022,Private,Third Owner,29817,264850
Honda PCX160 CBS,164758,2022,Marketplace,Third Owner,20158,66143
Yamaha MT-03,318925,2022,Dealer,Second Owner,8413,186818
Honda PCX160 CBS,55416,2022,Marketplace,First Owner,3212,441123
Yamaha MT-03,232370,2021,Marketplace,First Owner,40991,337734
Yamaha Sniper 155,420556,2017,Dealer,Third Owner,39222,95131
Yamaha Mio Fazzio,320073,2018,Private,Second Owner,45503,481553
Yamaha MT-03,133440,2021,Dealer,First Owner,49726,132487
Honda BeAT Premium ISS/CBS,154980,2024,Private,Third Owner,25594,89436
Yamaha MT-03,308964,2017,Marketplace,Third Owner,20397,164396
Kawasaki Ninja 300,157089,2024,Marketplace,Third Owner,7133,403236
Honda CRF250L,212752,2021,Dealer,Second Owner,23649,263669
Kawasaki Ninja 300,84632,2018,Marketplace,Second Owner,27723,583202
Kawasaki Ninja 300,480995,2020,Private,Second Owner,29602,563655
Yamaha Mio Fazzio,57819,2020,Private,First Owner,23138,88416
Suzuki Burgman 125,77726,2024,Marketplace,Second Owner,21723,472820
Yamaha Mio Aerox S,424579,2023,Marketplace,Second Owner,7074,563471
Yamaha Mio Aerox S,264090,2019,Marketplace,First Owner,40744,96706
Honda BeAT Premium ISS/CBS,49331,2018,Dealer,Second Owner,30921,261769
Honda CRF250L,79302,2024,Dealer,First Owner,15224,361130
Suzuki Burgman 125,363315,2022,Marketplace,Third Owner,23810,79701
Honda PCX160 CBS,167587,2020,Dealer,Third Owner,8595,555977
Yamaha Mio Fazzio,371744,2021,Private,First Owner,18165,179223
Kymco Like S 150,55953,2023,Marketplace,Second Owner,6334,531149
Yamaha Sniper 155,465280,2020,Dealer,Third Owner,24100,406643
Honda BeAT Premium ISS/CBS,373629,2019,Private,Second Owner,41029,351208
Suzuki Burgman 125,296607,2023,Marketplace,Third Owner,14146,361049
Suzuki Burgman 125,233303,2019,Marketplace,Second Owner,23515,538809
Honda BeAT Premium ISS/CBS,245701,2023,Marketplace,Second Owner,37104,184075
Yamaha Mio Aerox S,322926,2020,Private,Second Owner,23201,307284
Yamaha Mio Fazzio,47226,2023,Marketplace,Second Owner,4910,136266
Honda BeAT Premium ISS/CBS,483992,2024,Dealer,Second Owner,7155,519586
Honda BeAT Premium ISS/CBS,317427,2020,Private,First Owner,13851,580066
Yamaha Sniper 155,104728,2018,Private,First Owner,7942,539691
Yamaha Mio Aerox S,422456,2020,Marketplace,Third Owner,40736,589760
Yamaha YZF R15 155,493484,2021,Marketplace,Second Owner,33863,318248
Honda BeAT Premium ISS/CBS,495942,2023,Private,First Owner,4158,374910
Suzuki Gixxer SF 155,481394,2021,Private,Third Owner,34050,62229
Kymco Like S 150,218691,2017,Marketplace,Second Owner,11832,462323
Yamaha YZF R15 155,429391,2023,Private,Second Owner,44892,551816
Kymco Like S 150,496947,2023,Private,First Owner,28361,492173
Kymco Like S 150,452338,2019,Dealer,Second Owner,29363,284515
Suzuki Gixxer SF 155,91570,2020,Private,Second Owner,20260,398966
Kymco Like S 150,410439,2018,Private,First Owner,4011,184263
Yamaha XMAX,121086,2020,Dealer,First Owner,31760,175041
Kawasaki Ninja 300,98863,2024,Private,Second Owner,5752,475661
Yamaha MT-03,86721,2024,Dealer,Second Owner,16183,370697
Suzuki Gixxer SF 155,183201,2019,Marketplace,Third Owner,12901,245068
Honda PCX160 CBS,122503,2017,Marketplace,Third Owner,44176,54962
Kymco Like S 150,203383,2018,Dealer,Third Owner,40175,574221
Royal Enfield Shotgun 650,207215,2022,Marketplace,Second Owner,23416,232041
Yamaha Sniper 155,474276,2022,Private,First Owner,23175,525791
Yamaha Mio Aerox S,189959,2023,Marketplace,Third Owner,41609,126572
Honda BeAT Premium ISS/CBS,79222,2024,Dealer,First Owner,25144,535323
Yamaha Mio Fazzio,147993,2017,Dealer,Third Owner,32935,281129
Kawasaki Ninja 300,324230,2021,Marketplace,First Owner,15455,296440
Yamaha YZF R15 155,58702,2019,Dealer,First Owner,32326,543956
Honda BeAT Premium ISS/CBS,304060,2020,Dealer,Second Owner,37287,192270
Kawasaki Ninja 300,204656,2017,Private,Second Owner,31093,105229
Suzuki Gixxer SF 155,267249,2023,Dealer,First Owner,25823,246530
Honda CRF250L,49824,2018,Marketplace,Third Owner,12167,382497
Yamaha Sniper 155,258907,2022,Marketplace,Second Owner,27568,448260
Kawasaki Ninja 300,152146,2019,Private,First Owner,12952,252586
Honda PCX160 CBS,115208,2024,Marketplace,First Owner,34852,419793
Yamaha Mio Fazzio,344726,2024,Dealer,Third Owner,13582,259939
Kawasaki Ninja 300,401223,2023,Dealer,Second Owner,40624,585335
Yamaha Mio Aerox S,150053,2024,Private,Third Owner,45843,146423
Royal Enfield Shotgun 650,266721,2018,Dealer,First Owner,37674,67593
Royal Enfield Shotgun 650,236839,2022,Dealer,First Owner,23126,380291
Yamaha Sniper 155,178521,2020,Marketplace,Second Owner,14375,91258
Suzuki Gixxer SF 155,363463,2024,Marketplace,Second Owner,17740,112341
Yamaha MT-03,286797,2023,Private,First Owner,22612,497459
Kymco Like S 150,339040,2022,Marketplace,Third Owner,4702,273785
Yamaha Mio Fazzio,199310,2023,Private,Second Owner,24372,542617
Kawasaki Ninja 300,318264,2021,Private,Second Owner,48738,585353
Yamaha XMAX,458391,2023,Dealer,Second Owner,13299,364223
Yamaha Mio Fazzio,382813,2024,Marketplace,Second Owner,44944,589662
Suzuki Gixxer SF 155,63350,2018,Marketplace,Third Owner,31996,215811
Royal Enfield Shotgun 650,54492,2019,Dealer,Third Owner,18510,137056
Kymco Like S 150,490038,2020,Private,First Owner,16446,233903
Royal Enfield Shotgun 650,246562,2021,Private,Second Owner,39038,353787
Suzuki Burgman 125,475709,2019,Dealer,First Owner,2887,147655
Honda BeAT Premium ISS/CBS,383469,2023,Marketplace,Third Owner,41498,461062
Yamaha YZF R15 155,405966,2021,Private,First Owner,47091,323925
Yamaha Sniper 155,142080,2024,Marketplace,Second Owner,17291,555006
Kymco Skytown 150,292946,2020,Private,First Owner,24797,566184
Yamaha YZF R15 155,373671,2022,Dealer,Second Owner,31034,549479
Kymco Like S 150,349378,2022,Dealer,Second Owner,27003,343201
Yamaha XMAX,281839,2022,Dealer,First Owner,42170,336809
Yamaha Mio Aerox S,185092,2018,Private,Second Owner,17614,551465
Honda CRF250L,381862,2017,Marketplace,Third Owner,15914,73766
Yamaha XMAX,267587,2023,Private,Third Owner,28377,400641
Honda BeAT Premium ISS/CBS,61434,2023,Private,First Owner,29340,184755
Yamaha XMAX,489272,2022,Private,Second Owner,19810,317978
Kymco Like S 150,251302,2018,Dealer,Third Owner,9725,359918
Honda BeAT Premium ISS/CBS,398719,2018,Dealer,Third Owner,42663,495913
Kawasaki Ninja 300,480575,2024,Marketplace,Third Owner,35931,134619
Kawasaki Ninja 300,388202,2018,Private,Third Owner,32690,518428
Suzuki Gixxer SF 155,349149,2020,Marketplace,Second Owner,21416,325513
Kymco Like S 150,81620,2021,Marketplace,First Owner,7606,89978
Royal Enfield Shotgun 650,265871,2019,Private,First Owner,2321,277636
Yamaha Sniper 155,99156,2022,Private,Second Owner,41409,552487
Kymco Like S 150,434132,2019,Dealer,Third Owner,13470,181464
Yamaha YZF R15 155,226575,2021,Dealer,First Owner,43728,232347
Yamaha Sniper 155,241025,2017,Marketplace,First Owner,39112,55854
Kymco Like S 150,292101,2022,Private,First Owner,29969,418120
Kymco Skytown 150,364272,2020,Dealer,First Owner,49394,437934
Yamaha Sniper 155,84759,2019,Dealer,First Owner,35286,240738
Yamaha Mio Aerox S,297307,2022,Marketplace,First Owner,38504,513769
Yamaha Mio Fazzio,201087,2019,Dealer,First Owner,35688,143121
Yamaha Mio Aerox S,288874,2023,Private,Second Owner,25603,177809
Royal Enfield Shotgun 650,64270,2017,Marketplace,Third Owner,36058,584413
Honda PCX160 CBS,321689,2017,Marketplace,First Owner,4797,433074
Suzuki Burgman 125,341341,2020,Private,First Owner,6902,530642
Honda CRF250L,451547,2018,Marketplace,Second Owner,25956,417355
Yamaha XMAX,297853,2019,Dealer,First Owner,49615,570223
Kymco Like S 150,146491,2021,Private,Second Owner,17343,168883
Yamaha XMAX,101515,2021,Marketplace,First Owner,47890,77679
Yamaha MT-03,89046,2020,Dealer,Second Owner,29355,386322
Yamaha Mio Fazzio,294784,2017,Dealer,Second Owner,15469,332567
Honda PCX160 CBS,228290,2017,Dealer,First Owner,2243,148927
Yamaha MT-03,234980,2018,Dealer,Third Owner,20998,125251
Kymco Skytown 150,258698,2021,Dealer,Third Owner,40050,515857
Kymco Like S 150,167344,2021,Private,First Owner,49753,500696
Yamaha Sniper 155,197693,2020,Private,Third Owner,14546,186821
Honda BeAT Premium ISS/CBS,203503,2017,Dealer,First Owner,39525,508162
Yamaha XMAX,93884,2023,Dealer,Second Owner,9075,110007
Yamaha Mio Fazzio,108085,2024,Marketplace,First Owner,34855,440176
Suzuki Gixxer SF 155,188690,2023,Private,Third Owner,39078,117786
Suzuki Burgman 125,380775,2023,Private,First Owner,10725,561336
Kymco Like S 150,339684,2018,Private,Second Owner,1685,77602
Yamaha YZF R15 155,206001,2023,Marketplace,Second Owner,28693,342536
Kawasaki Ninja 300,125587,2023,Private,Third Owner,17683,545250
Yamaha Mio Fazzio,339933,2019,Dealer,Second Owner,34453,333195
Honda PCX160 CBS,245322,2023,Dealer,Second Owner,5977,331984
Yamaha YZF R15 155,179197,2023,Dealer,Second Owner,32782,56703
Honda PCX160 CBS,478946,2021,Marketplace,First Owner,25519,538325
Yamaha Sniper 155,187152,2024,Marketplace,Third Owner,25330,431796
Honda CRF250L,256942,2020,Dealer,Second Owner,11840,176567
Kawasaki Ninja 300,80328,2023,Private,Third Owner,39558,251947
Yamaha MT-03,471408,2018,Dealer,Second Owner,30231,418755
Yamaha Mio Aerox S,443245,2021,Marketplace,First Owner,40162,347013
Honda PCX160 CBS,94659,2023,Private,Second Owner,4841,485359
Yamaha Mio Fazzio,404093,2017,Private,First Owner,27243,240811
Yamaha YZF R15 155,108024,2023,Marketplace,First Owner,9888,103139
Suzuki Burgman 125,172824,2020,Private,Third Owner,10980,136989
Kymco Skytown 150,180597,2023,Marketplace,First Owner,34276,235496
Honda PCX160 CBS,116663,2022,Private,Second Owner,32900,203165
Yamaha Mio Aerox S,203260,2018,Dealer,Second Owner,34475,409933
Royal Enfield Shotgun 650,493176,2021,Private,First Owner,30807,551688
Honda CRF250L,140854,2022,Marketplace,Second Owner,22637,122208
Honda CRF250L,345540,2018,Dealer,Second Owner,11499,147161
Royal Enfield Shotgun 650,153075,2024,Marketplace,First Owner,22011,266834
Royal Enfield Shotgun 650,333228,2019,Dealer,First Owner,41744,462965
Honda PCX160 CBS,57937,2022,Marketplace,Second Owner,47444,235877
Kymco Skytown 150,428083,2022,Dealer,First Owner,30967,588162
Kawasaki Ninja 300,468235,2018,Marketplace,First Owner,38377,422774
Kymco Like S 150,439323,2022,Marketplace,First Owner,2301,382168
Honda BeAT Premium ISS/CBS,323445,2020,Marketplace,Third Owner,12756,499332
Suzuki Gixxer SF 155,302816,2022,Private,Third Owner,37857,405533
Kymco Like S 150,419393,2017,Private,First Owner,44490,454448
Kymco Like S 150,120247,2021,Dealer,First Owner,41579,290808
Yamaha Mio Aerox S,59444,2023,Dealer,Second Owner,8280,532434
Yamaha YZF R15 155,120688,2018,Marketplace,First Owner,40532,70051
Honda BeAT Premium ISS/CBS,475585,2019,Marketplace,First Owner,4841,63636
Honda CRF250L,408881,2017,Dealer,Third Owner,29828,277461
Yamaha YZF R15 155,120902,2018,Dealer,First Owner,2262,257345
Kawasaki Ninja 300,142304,2020,Private,Second Owner,34649,310272
Yamaha XMAX,149380,2024,Marketplace,Second Owner,16268,144063
Honda BeAT Premium ISS/CBS,199574,2020,Dealer,Third Owner,26672,549218
Yamaha MT-03,56536,2017,Private,Third Owner,12568,80420
Yamaha XMAX,464672,2017,Dealer,Second Owner,3259,330294
Honda CRF250L,231886,2021,Private,Third Owner,35216,561016
Yamaha Mio Fazzio,209628,2022,Marketplace,Second Owner,6053,316917
Yamaha MT-03,414322,2021,Marketplace,Third Owner,18787,511985
Honda CRF250L,359626,2019,Dealer,Second Owner,45249,132410
Yamaha Sniper 155,462412,2024,Private,First Owner,32845,274344
Suzuki Burgman 125,385792,2021,Dealer,Second Owner,31395,312625
Yamaha Sniper 155,305835,2021,Dealer,Third Owner,24732,135996
Yamaha MT-03,445603,2021,Marketplace,Third Owner,11840,511928
Kymco Like S 150,465827,2019,Dealer,First Owner,49329,496131
Honda PCX160 CBS,301223,2019,Marketplace,First Owner,37344,445838
Kawasaki Ninja 300,262830,2019,Dealer,First Owner,3775,519284
Suzuki Burgman 125,210221,2020,Private,Second Owner,9339,512951
Yamaha Mio Aerox S,168571,2017,Private,Third Owner,14157,571579
Honda BeAT Premium ISS/CBS,491025,2023,Marketplace,Third Owner,31662,466662
Yamaha Mio Fazzio,318501,2018,Marketplace,First Owner,29465,221396
Yamaha Mio Aerox S,71529,2023,Marketplace,Second Owner,12627,55314
Kymco Like S 150,220280,2020,Private,First Owner,40288,260421
Yamaha YZF R15 155,74770,2020,Dealer,Third Owner,23042,274820
Yamaha Sniper 155,383040,2024,Marketplace,Second Owner,22929,92404
Suzuki Burgman 125,233183,2018,Private,First Owner,16387,192694
Royal Enfield Shotgun 650,412912,2023,Private,First Owner,4470,586451
Yamaha MT-03,483593,2020,Marketplace,First Owner,23453,413990
Suzuki Burgman 125,134877,2019,Marketplace,Second Owner,25531,405076
Suzuki Burgman 125,153770,2021,Private,First Owner,48565,320419
Yamaha Sniper 155,257437,2024,Marketplace,Second Owner,32239,110286
Kymco Like S 150,414435,2021,Dealer,Third Owner,32806,510987
Yamaha Mio Fazzio,195955,2022,Dealer,First Owner,17085,268028
Yamaha Mio Aerox S,307153,2022,Dealer,Third Owner,13054,458629
Honda PCX160 CBS,284752,2021,Marketplace,First Owner,42530,590860
Suzuki Burgman 125,368059,2023,Dealer,Third Owner,17998,195824
Yamaha Mio Fazzio,282469,2022,Dealer,Second Owner,7306,555436
Yamaha Sniper 155,431817,2023,Marketplace,Second Owner,40640,158965
Yamaha XMAX,451219,2019,Private,Second Owner,45178,259453
Kymco Like S 150,374285,2024,Marketplace,First Owner,41534,534109
Yamaha XMAX,276712,2021,Private,Second Owner,8701,269012
Yamaha XMAX,499053,2022,Private,First Owner,39405,138256
Honda CRF250L,222313,2018,Dealer,First Owner,1234,577425
